datum;wahl;ags;gebiet-nr;gebiet-name;max-schnellmeldungen;anz-schnellmeldungen;A1;A2;A3;A;B;B1;C;D;E;F;D1;F1;D2;F2;D3;F3;D4;F4;D5;F5;D6;F6;D7;F7;D8;F8;D9;F9;D10;F10;D11;F11;D12;F12;D13;F13;D14;F14;D15;F15;D16;F16;D17;F17;D18;F18
23.02.2025;Bundestagswahl;14713000;5520;5520;1;1;397;176;0;573;349;5;0;349;0;349;133;135;23;27;93;82;11;14;57;45;11;21;5;2;;1;2;1;;0;;1;0;0;;0;1;0;13;20;;;;;;
23.02.2025;Bundestagswahl;14713000;6001;6001;1;1;358;330;0;688;318;1;2;316;2;316;90;90;22;25;57;56;7;12;70;44;40;53;1;3;;4;3;2;;0;;0;1;0;;0;2;1;23;26;;;;;;
23.02.2025;Bundestagswahl;14713000;6009;6009;1;1;972;238;0;1210;626;3;8;618;7;619;249;253;61;71;108;95;10;23;132;96;12;20;2;2;;5;5;3;;1;;0;1;1;;0;0;0;38;49;;;;;;
23.02.2025;Bundestagswahl;14713000;6029;6029;1;1;714;383;0;1097;491;2;2;489;3;488;194;194;53;63;99;95;12;18;75;44;22;25;3;5;;3;2;1;;0;;1;1;1;;0;2;2;26;36;;;;;;
23.02.2025;Bundestagswahl;14713000;6039;6039;1;1;911;225;0;1136;634;1;5;629;5;629;261;262;56;65;95;88;12;18;136;97;15;22;10;6;;13;14;5;;0;;1;2;2;;3;2;0;26;47;;;;;;
23.02.2025;Bundestagswahl;14713000;6109;6109;1;1;897;346;0;1243;666;3;4;662;4;662;246;238;57;69;116;126;9;12;163;108;15;13;2;3;;13;7;4;;1;;3;0;0;;2;1;2;46;68;;;;;;
23.02.2025;Bundestagswahl;14713000;6129;6129;1;1;954;221;0;1175;679;0;9;670;6;673;245;228;69;81;96;96;14;15;149;106;22;26;8;4;;16;11;7;;1;;2;3;2;;2;2;5;51;82;;;;;;
23.02.2025;Bundestagswahl;14713000;6150;6150;1;1;1146;342;0;1488;698;2;8;690;7;691;273;269;68;84;104;104;17;24;151;104;10;20;8;7;;14;6;6;;3;;1;3;2;;1;1;1;49;51;;;;;;
23.02.2025;Bundestagswahl;14713000;6169;6169;1;1;766;146;0;912;560;1;8;552;5;555;183;178;50;51;113;111;7;9;122;83;13;27;7;6;;7;7;7;;2;;1;1;1;;0;0;2;49;70;;;;;;
23.02.2025;Bundestagswahl;14713000;6171;6171;1;1;790;158;0;948;568;2;5;563;4;564;219;218;52;59;107;106;7;13;125;84;11;18;4;7;;14;3;1;;0;;1;2;0;;0;1;1;32;42;;;;;;
23.02.2025;Bundestagswahl;14713000;6209;6209;1;1;933;422;0;1355;540;2;2;538;1;539;213;217;56;59;93;86;3;11;116;83;10;14;12;9;;5;3;3;;0;;5;2;0;;1;0;3;30;43;;;;;;
23.02.2025;Bundestagswahl;14713000;6219;6219;1;1;881;253;0;1134;525;2;2;523;1;524;181;179;55;61;87;95;12;15;138;93;13;21;4;2;;6;4;1;;1;;2;0;0;;2;1;0;28;46;;;;;;
23.02.2025;Bundestagswahl;14713000;6229;6229;1;1;917;248;0;1165;553;0;4;549;4;549;210;205;52;57;86;85;3;4;128;104;8;16;4;2;;7;5;3;;1;;0;1;0;;0;3;3;49;62;;;;;;
23.02.2025;Bundestagswahl;14713000;6239;6239;1;1;770;307;0;1077;536;2;6;530;4;532;184;180;54;62;111;116;14;14;102;69;9;21;11;6;;7;5;2;;2;;2;0;0;;0;2;1;38;50;;;;;;
23.02.2025;Bundestagswahl;14713000;6259;6259;1;1;842;240;0;1082;525;2;3;522;3;522;224;223;34;48;82;77;4;3;125;91;9;13;4;7;;11;9;4;;2;;2;0;0;;1;2;1;29;39;;;;;;
23.02.2025;Bundestagswahl;14713000;6261;6261;1;1;743;194;0;937;533;3;9;524;7;526;207;208;53;58;81;89;7;10;122;76;9;13;5;7;;9;4;3;;1;;2;0;0;;0;0;1;36;49;;;;;;
23.02.2025;Bundestagswahl;14713000;6279;6279;1;1;706;157;0;863;446;3;7;439;7;439;188;176;27;29;51;60;9;11;109;88;16;20;6;2;;7;5;8;;1;;1;3;0;;0;0;0;25;36;;;;;;
23.02.2025;Bundestagswahl;14713000;6289;6289;1;1;802;228;0;1030;482;2;3;479;2;480;210;204;47;50;54;64;3;2;113;88;11;17;2;1;;6;4;4;;1;;0;0;0;;0;0;0;35;43;;;;;;
23.02.2025;Bundestagswahl;14713000;6309;6309;1;1;807;260;0;1067;482;0;6;476;5;477;157;153;52;50;104;106;10;15;105;72;14;16;5;4;;2;1;3;;0;;0;0;0;;1;0;1;28;54;;;;;;
23.02.2025;Bundestagswahl;14713000;6311;6311;1;1;625;424;0;1049;555;4;2;553;3;552;202;200;25;41;142;127;16;25;91;57;20;32;9;7;;4;2;0;;0;;3;0;0;;0;1;1;45;55;;;;;;
23.02.2025;Bundestagswahl;14713000;6312;6312;1;1;666;435;0;1101;577;7;1;576;1;576;200;197;38;47;138;141;17;24;112;70;34;47;6;6;;0;2;1;;2;;5;2;0;;0;1;0;26;36;;;;;;
23.02.2025;Bundestagswahl;14713000;6409;6409;1;1;951;169;0;1120;659;0;2;657;0;659;305;300;43;55;102;108;10;15;121;86;18;17;13;9;;11;10;7;;1;;2;2;1;;0;0;1;33;46;;;;;;
23.02.2025;Bundestagswahl;14713000;6419;6419;1;1;858;217;0;1075;643;2;5;638;7;636;221;222;74;86;116;119;12;12;151;106;12;18;9;7;;5;3;2;;3;;2;2;2;;0;1;0;37;52;;;;;;
23.02.2025;Bundestagswahl;14713000;6429;6429;1;1;828;165;0;993;468;2;3;465;3;465;204;199;35;37;78;74;11;14;86;73;8;9;5;6;;2;6;2;;1;;5;0;0;;0;4;1;28;42;;;;;;
23.02.2025;Bundestagswahl;14713000;6439;6439;1;1;1014;197;0;1211;633;2;8;625;6;627;275;271;54;52;96;92;6;12;131;101;18;23;4;5;;6;7;5;;0;;1;0;0;;0;4;3;30;56;;;;;;
23.02.2025;Bundestagswahl;14713000;6459;6459;1;1;950;275;0;1225;600;0;2;598;2;598;229;236;48;51;88;82;8;9;147;124;10;15;17;11;;13;6;2;;1;;1;0;0;;0;0;0;45;53;;;;;;
23.02.2025;Bundestagswahl;14713000;6461;6461;1;1;817;237;0;1054;601;4;4;597;5;596;230;223;61;67;125;120;8;13;109;76;12;18;10;5;;10;7;5;;0;;5;2;3;;0;1;0;32;51;;;;;;
23.02.2025;Bundestagswahl;14713000;6489;6489;1;1;897;219;0;1116;571;1;6;565;5;566;232;232;34;50;79;72;10;13;113;91;17;22;11;4;;13;14;5;;1;;4;2;0;;0;2;1;51;58;;;;;;
23.02.2025;Bundestagswahl;14713000;6491;6491;1;1;730;319;0;1049;608;3;2;606;3;605;202;202;54;60;137;127;19;27;114;78;29;42;8;7;;5;4;4;;1;;2;2;2;;0;2;2;35;46;;;;;;
23.02.2025;Bundestagswahl;14713000;6492;6492;1;1;757;341;0;1098;620;5;5;615;6;614;242;240;43;61;150;156;10;18;98;59;24;25;8;4;;7;4;2;;0;;0;0;0;;0;2;1;34;41;;;;;;
23.02.2025;Bundestagswahl;14713000;6509;6509;1;1;979;246;0;1225;657;2;5;652;3;654;284;284;77;78;83;92;9;11;128;91;9;20;4;4;;9;6;4;;1;;2;2;1;;0;1;0;49;57;;;;;;
23.02.2025;Bundestagswahl;14713000;6519;6519;1;1;963;197;0;1160;671;1;4;667;6;665;292;294;41;43;116;115;7;9;122;97;12;18;9;9;;7;9;4;;2;;3;1;0;;0;2;1;56;63;;;;;;
23.02.2025;Bundestagswahl;14713000;6539;6539;1;1;931;226;0;1157;562;0;3;559;4;558;263;266;29;38;66;64;9;12;120;75;15;19;10;4;;13;7;5;;0;;3;1;0;;1;0;1;39;57;;;;;;
23.02.2025;Bundestagswahl;14713000;6549;6549;1;1;1064;234;0;1298;614;6;6;608;5;609;303;301;23;37;48;47;5;6;159;121;16;21;8;9;;17;11;9;;0;;2;1;0;;0;3;3;31;36;;;;;;
23.02.2025;Bundestagswahl;14713000;6559;6559;1;1;1065;249;0;1314;620;5;10;610;13;607;249;250;48;50;93;105;7;12;150;109;6;9;10;10;;9;1;3;;0;;2;1;1;;0;1;0;44;47;;;;;;
23.02.2025;Bundestagswahl;14713000;6601;6601;1;1;579;190;0;769;496;0;4;492;5;491;183;180;42;59;103;101;13;16;88;49;22;27;5;3;;5;3;5;;0;;2;1;1;;0;1;1;31;42;;;;;;
23.02.2025;Bundestagswahl;14713000;6602;6602;1;1;618;179;0;797;519;0;3;516;3;516;209;205;39;50;102;100;9;16;88;51;20;26;7;3;;9;8;3;;0;;1;0;1;;0;1;1;33;50;;;;;;
23.02.2025;Bundestagswahl;14713000;7001;7001;1;1;596;378;0;974;499;15;2;497;1;498;59;65;50;38;48;43;9;10;227;212;68;92;2;3;;2;10;4;;0;6;4;;0;0;0;0;0;17;25;1;;0;;;
23.02.2025;Bundestagswahl;14713000;7009;7009;1;1;741;468;0;1209;627;12;3;624;3;624;79;77;65;53;74;63;16;16;261;214;97;147;2;2;;9;5;3;;2;5;4;;2;0;0;1;0;17;32;1;;1;;;
23.02.2025;Bundestagswahl;14713000;7011;7011;1;1;793;478;0;1271;644;7;1;643;3;641;75;73;49;46;46;30;4;7;328;285;93;138;1;1;;7;7;6;;1;6;7;;1;1;0;2;1;31;38;0;;0;;;
23.02.2025;Bundestagswahl;14713000;7019;7019;1;1;747;537;0;1284;622;15;1;621;0;622;79;75;46;34;55;41;6;11;304;273;84;128;3;4;;7;6;5;;0;7;8;;0;0;0;1;0;26;36;2;;2;;;
23.02.2025;Bundestagswahl;14713000;7021;7021;1;1;855;626;0;1481;651;5;4;647;4;647;89;86;75;64;80;76;12;16;246;227;106;125;3;0;;7;5;4;;4;4;4;;0;1;0;0;0;26;34;0;;0;;;
23.02.2025;Bundestagswahl;14713000;7109;7109;1;1;835;388;0;1223;657;5;3;654;4;653;151;153;40;42;70;55;8;13;266;239;70;85;4;2;;6;8;6;;1;4;5;;1;0;0;1;1;31;44;0;;1;;;
23.02.2025;Bundestagswahl;14713000;7118;7118;1;1;846;421;0;1267;705;4;3;702;3;702;111;120;82;78;103;88;7;22;214;186;109;137;9;4;;13;10;3;;2;9;9;;0;0;0;1;2;44;38;2;;1;;;
23.02.2025;Bundestagswahl;14713000;7119;7119;1;1;849;394;0;1243;615;9;1;614;3;612;130;131;66;59;84;69;8;13;211;194;60;77;3;4;;11;9;4;;1;6;7;;0;1;1;1;0;33;41;0;;2;;;
23.02.2025;Bundestagswahl;14713000;7128;7128;1;1;792;375;0;1167;610;11;2;608;2;608;125;125;47;47;76;63;12;17;234;207;64;96;4;2;;4;8;6;;3;5;4;;0;0;0;1;1;29;33;1;;2;;;
23.02.2025;Bundestagswahl;14713000;7129;7129;1;1;812;417;0;1229;585;5;4;581;3;582;127;125;40;32;41;32;9;11;282;270;35;66;4;3;;5;11;5;;2;6;6;;0;0;0;4;3;21;22;0;;1;;;
23.02.2025;Bundestagswahl;14713000;7139;7139;1;1;758;393;0;1151;637;5;0;637;0;637;126;128;74;75;97;78;14;24;186;159;72;109;5;3;;3;14;13;;1;7;3;;2;0;0;2;1;34;38;3;;3;;;
23.02.2025;Bundestagswahl;14713000;7148;7148;1;1;878;426;0;1304;665;9;3;662;2;663;92;93;56;40;40;36;7;13;333;304;78;119;10;6;;8;13;9;;1;4;5;;1;2;0;0;0;27;28;0;;0;;;
23.02.2025;Bundestagswahl;14713000;7149;7149;1;1;713;470;0;1183;603;8;2;601;3;600;101;103;55;39;65;52;11;10;256;228;79;117;5;3;;6;7;4;;2;2;6;;0;0;0;1;1;16;29;1;;2;;;
23.02.2025;Bundestagswahl;14713000;7151;7151;1;1;748;501;0;1249;605;9;2;603;3;602;97;92;50;46;89;77;9;16;216;200;96;113;5;4;;4;7;3;;1;5;5;;3;1;0;1;1;25;37;2;;0;;;
23.02.2025;Bundestagswahl;14713000;7161;7161;1;1;723;536;0;1259;623;17;3;620;4;619;61;57;71;40;73;58;8;23;279;274;81;120;2;0;;5;10;6;;2;10;6;;0;2;2;0;1;21;25;0;;2;;;
23.02.2025;Bundestagswahl;14713000;7169;7169;1;1;700;456;0;1156;577;6;3;574;2;575;86;83;46;27;59;52;12;12;248;242;85;114;3;2;;6;6;3;;1;4;6;;0;4;2;0;0;19;25;1;;1;;;
23.02.2025;Bundestagswahl;14713000;7201;7201;1;1;868;339;0;1207;639;4;4;635;3;636;250;248;56;53;126;99;7;14;111;104;31;41;5;3;;9;6;3;;4;3;7;;0;1;0;2;3;35;48;0;;2;;;
23.02.2025;Bundestagswahl;14713000;7209;7209;1;1;971;334;0;1305;657;2;3;654;3;654;198;200;79;84;123;101;14;21;137;119;34;47;1;2;;5;3;4;;0;6;4;;0;1;0;1;1;57;66;0;;0;;;
23.02.2025;Bundestagswahl;14713000;7219;7219;1;1;931;338;0;1269;682;7;5;677;8;674;248;245;51;47;88;75;11;18;152;140;25;42;12;6;;11;7;5;;2;8;12;;0;1;1;5;4;64;66;2;;3;;;
23.02.2025;Bundestagswahl;14713000;7229;7229;1;1;811;284;0;1095;597;3;11;586;9;588;241;238;63;71;81;65;11;13;99;100;29;35;6;5;;11;17;4;;0;3;4;;2;0;0;2;3;33;37;1;;0;;;
23.02.2025;Bundestagswahl;14713000;7231;7231;1;1;823;375;0;1198;649;8;3;646;5;644;183;189;57;49;85;63;12;18;180;160;64;87;5;3;;10;9;6;;2;8;11;;2;4;2;0;0;36;42;3;;0;;;
23.02.2025;Bundestagswahl;14713000;7300;7300;1;1;746;488;0;1234;641;6;2;639;2;639;181;183;65;65;193;166;25;38;73;72;37;52;9;5;;4;11;5;;1;2;2;;0;0;0;0;0;43;46;0;;0;;;
23.02.2025;Bundestagswahl;14713000;7311;7311;1;1;852;355;0;1207;594;11;4;590;3;591;169;169;52;64;99;75;11;16;142;123;44;60;5;5;;7;9;6;;1;5;5;;0;1;1;2;0;51;59;0;;0;;;
23.02.2025;Bundestagswahl;14713000;7329;7329;1;1;901;413;0;1314;686;3;1;685;2;684;196;193;95;83;137;118;14;21;123;121;42;51;10;9;;6;6;7;;0;3;1;;0;1;1;1;1;54;72;1;;2;;;
23.02.2025;Bundestagswahl;14713000;7339;7339;1;1;822;393;0;1215;579;2;4;575;4;575;184;186;67;54;110;86;7;12;131;132;32;42;6;7;;11;2;4;;0;4;4;;0;1;0;2;1;27;36;2;;0;;;
23.02.2025;Bundestagswahl;14713000;7341;7341;1;1;736;353;0;1089;585;5;1;584;3;582;173;162;78;69;103;85;10;27;119;104;55;77;6;3;;6;8;6;;1;6;9;;0;0;0;1;1;23;32;0;;2;;;
23.02.2025;Bundestagswahl;14713000;7349;7349;1;1;834;327;0;1161;656;6;3;653;3;653;194;194;47;43;103;81;20;25;175;161;51;72;5;5;;8;13;7;;1;3;5;;1;1;0;0;0;40;50;1;;0;;;
23.02.2025;Bundestagswahl;14713000;7351;7351;1;1;816;350;0;1166;635;8;2;633;3;632;151;145;58;48;85;79;10;17;192;185;64;85;10;7;;8;12;9;;0;7;3;;0;1;0;1;1;39;45;1;;2;;;
23.02.2025;Bundestagswahl;14713000;7401;7401;1;1;688;309;0;997;571;4;3;568;3;568;205;211;59;57;174;147;17;22;55;56;16;24;6;5;;5;2;1;;0;3;5;;0;0;2;0;0;31;33;0;;0;;;
23.02.2025;Bundestagswahl;14713000;7402;7402;1;1;699;334;0;1033;523;5;2;521;1;522;181;177;45;44;126;101;10;14;67;74;38;47;6;5;;9;6;3;;2;3;2;;1;0;0;1;1;37;42;1;;0;;;
23.02.2025;Bundestagswahl;14713000;7409;7409;1;1;767;236;0;1003;604;1;7;597;5;599;246;245;66;59;138;106;10;17;56;61;12;16;9;7;;14;3;4;;1;3;4;;1;2;0;0;0;51;64;1;;0;;;
23.02.2025;Bundestagswahl;14713000;7421;7421;1;1;878;189;0;1067;655;4;7;648;6;649;278;275;58;49;123;96;7;11;89;97;23;32;4;1;;11;6;6;;0;7;5;;0;1;2;2;2;47;62;1;;2;;;
23.02.2025;Bundestagswahl;14713000;7429;7429;1;1;788;272;0;1060;628;3;3;625;4;624;251;248;75;87;155;110;14;24;61;59;22;29;5;4;;8;3;2;;2;1;2;;0;1;1;1;3;35;45;0;;1;;;
23.02.2025;Bundestagswahl;14713000;7439;7439;1;1;615;218;0;833;523;1;2;521;3;520;167;169;50;44;173;136;9;24;54;54;24;40;7;5;;6;2;1;;1;3;5;;0;0;0;0;0;30;35;1;;1;;;
23.02.2025;Bundestagswahl;14713000;7441;7441;1;1;748;298;0;1046;639;2;6;633;4;635;223;223;65;62;174;135;7;22;75;79;31;44;8;5;;8;6;6;;1;1;1;;0;2;1;2;1;37;47;0;;2;;;
23.02.2025;Bundestagswahl;14713000;7449;7449;1;1;808;305;0;1113;627;2;5;622;6;621;248;256;60;56;159;122;8;17;60;63;29;30;5;5;;7;6;8;;0;1;1;;0;2;0;1;1;43;55;0;;0;;;
23.02.2025;Bundestagswahl;14713000;7500;7500;1;1;502;183;0;685;432;4;2;430;3;429;186;184;35;34;113;91;8;18;32;44;17;19;10;5;;3;1;2;;1;4;1;;1;0;0;0;1;24;25;0;;0;;;
23.02.2025;Bundestagswahl;14713000;7502;7502;1;1;436;158;0;594;379;3;3;376;1;378;142;152;37;38;115;83;7;14;28;36;9;13;7;4;;4;3;2;;1;2;2;;0;1;0;0;0;24;29;1;;0;;;
23.02.2025;Bundestagswahl;14713000;7511;7511;1;1;738;260;0;998;638;1;5;633;5;633;269;268;64;59;170;138;14;32;56;55;15;20;8;8;;5;2;1;;0;1;1;;0;0;0;0;0;34;46;0;;0;;;
23.02.2025;Bundestagswahl;14713000;7519;7519;1;1;572;279;0;851;472;4;1;471;1;471;159;162;48;52;159;130;14;16;40;44;13;14;4;4;;7;1;1;;0;0;2;;0;1;0;1;1;31;38;0;;0;;;
23.02.2025;Bundestagswahl;14713000;7521;7521;1;1;590;239;0;829;514;4;2;512;3;511;189;182;39;46;158;129;21;29;39;39;27;33;2;3;;0;3;3;;1;3;3;;0;0;0;3;2;28;41;0;;0;;;
23.02.2025;Bundestagswahl;14713000;8009;8009;1;1;667;365;0;1032;510;1;3;507;3;507;181;178;68;61;140;115;13;19;46;60;21;25;3;5;;2;1;2;;0;2;1;;0;0;1;1;0;31;38;0;;0;;;
23.02.2025;Bundestagswahl;14713000;8011;8011;1;1;1024;376;0;1400;663;0;5;658;6;657;271;258;65;56;134;118;12;19;93;89;27;35;5;3;;6;3;2;;2;7;5;;0;1;0;0;1;38;63;2;;0;;;
23.02.2025;Bundestagswahl;14713000;8019;8019;1;1;857;367;0;1224;642;10;7;635;6;636;184;177;57;40;152;113;12;34;121;116;44;65;9;4;;16;11;3;;3;3;5;;0;2;1;1;1;34;58;3;;2;;;
23.02.2025;Bundestagswahl;14713000;8029;8029;1;1;790;772;0;1562;637;6;2;635;1;636;198;198;54;60;144;113;25;38;73;70;71;81;6;8;;4;6;5;;2;16;12;;0;1;0;0;0;39;45;2;;0;;;
23.02.2025;Bundestagswahl;14713000;8049;8049;1;1;860;270;0;1130;584;2;3;581;3;581;183;186;74;65;106;87;6;11;123;136;22;27;4;3;;13;9;5;;0;6;3;;0;2;2;3;1;38;42;2;;3;;;
23.02.2025;Bundestagswahl;14713000;8051;8051;1;1;836;344;0;1180;594;3;6;588;6;588;169;167;73;63;108;94;11;20;133;123;35;52;6;2;;6;9;3;;3;1;1;;2;0;0;1;2;37;50;5;;0;;;
23.02.2025;Bundestagswahl;14713000;8059;8059;1;1;849;296;0;1145;616;3;12;604;10;606;242;254;74;74;136;102;9;11;64;63;12;24;5;7;;7;5;6;;0;1;1;;0;0;0;1;1;52;56;3;;0;;;
23.02.2025;Bundestagswahl;14713000;8069;8069;1;1;834;305;0;1139;583;9;4;579;5;578;213;211;83;51;76;59;11;16;108;119;30;39;4;3;;16;9;6;;0;7;10;;1;2;0;2;2;31;45;2;;1;;;
23.02.2025;Bundestagswahl;14713000;8071;8071;1;1;891;379;0;1270;671;9;6;665;4;667;217;213;67;57;158;141;13;21;93;93;46;60;5;4;;16;12;2;;1;5;5;;1;0;0;1;0;46;53;1;;1;;;
23.02.2025;Bundestagswahl;14713000;8072;8072;1;1;758;350;0;1108;566;10;2;564;1;565;170;176;56;47;74;59;20;24;119;120;35;48;7;3;;10;11;8;;1;14;9;;0;1;0;2;0;54;60;1;;0;;;
23.02.2025;Bundestagswahl;14713000;8101;8101;1;1;644;280;0;924;510;2;0;510;0;510;208;201;54;42;123;105;12;21;48;49;14;22;10;2;;12;2;1;;0;3;1;;0;0;0;1;0;33;54;2;;0;;;
23.02.2025;Bundestagswahl;14713000;8102;8102;1;1;626;245;0;871;481;2;2;479;2;479;172;173;45;40;116;92;14;18;45;50;27;38;9;4;;10;10;6;;3;10;4;;0;0;0;1;2;28;39;2;;0;;;
23.02.2025;Bundestagswahl;14713000;8111;8111;1;1;793;214;0;1007;579;4;5;574;4;575;212;209;57;47;111;92;19;20;89;91;29;44;4;1;;7;8;7;;2;11;3;;1;1;1;0;0;33;50;0;;0;;;
23.02.2025;Bundestagswahl;14713000;8112;8112;1;1;624;201;0;825;502;1;2;500;4;498;166;168;53;39;143;113;13;24;61;63;26;39;8;5;;10;2;2;;1;2;3;;0;1;0;0;0;23;31;2;;0;;;
23.02.2025;Bundestagswahl;14713000;8119;8119;1;1;700;302;0;1002;475;5;10;465;10;465;154;155;53;41;106;93;8;12;66;65;33;44;5;3;;9;7;3;;1;2;2;;0;0;0;1;2;28;35;2;;0;;;
23.02.2025;Bundestagswahl;14713000;8121;8121;1;1;703;258;0;961;468;0;4;464;5;463;181;179;45;37;90;78;9;10;49;59;32;36;6;4;;11;10;0;;2;6;2;;0;1;1;0;0;35;44;0;;0;;;
23.02.2025;Bundestagswahl;14713000;8200;8200;1;1;777;369;0;1146;686;3;4;682;4;682;259;259;76;64;158;133;29;37;59;63;38;51;8;8;;2;6;6;;1;5;2;;0;0;0;0;0;44;56;0;;0;;;
23.02.2025;Bundestagswahl;14713000;8219;8219;1;1;759;319;0;1078;623;7;7;616;5;618;230;226;58;51;173;143;19;27;51;61;35;44;6;8;;2;3;5;;0;1;1;;1;0;0;1;2;38;47;1;;0;;;
23.02.2025;Bundestagswahl;14713000;8229;8229;1;1;806;380;0;1186;674;2;5;669;6;668;270;269;77;74;171;136;21;32;56;62;26;31;6;6;;5;7;3;;0;2;4;;0;0;0;1;2;29;44;2;;1;;;
23.02.2025;Bundestagswahl;14713000;8309;8309;1;1;795;365;0;1160;624;4;2;622;1;623;305;318;43;45;123;105;18;17;39;37;31;39;8;4;;6;3;2;;0;4;5;;0;0;0;1;0;45;45;1;;1;;;
23.02.2025;Bundestagswahl;14713000;8311;8311;1;1;817;260;0;1077;626;7;2;624;2;624;280;276;52;52;155;132;15;23;58;54;15;24;5;4;;10;6;1;;1;4;4;;0;0;0;0;0;32;43;0;;2;;;
23.02.2025;Bundestagswahl;14713000;8319;8319;1;1;749;293;0;1042;574;0;3;571;3;571;272;268;40;30;143;116;18;30;43;47;14;18;4;6;;6;2;0;;0;5;3;;1;1;1;0;0;28;45;1;;0;;;
23.02.2025;Bundestagswahl;14713000;8321;8321;1;1;673;290;0;963;530;5;0;530;0;530;215;222;53;52;121;89;14;18;52;61;20;29;6;7;;4;5;3;;0;9;9;;1;0;0;0;0;33;35;2;;0;;;
23.02.2025;Bundestagswahl;14713000;8329;8329;1;1;808;290;0;1098;657;1;3;654;3;654;284;281;53;62;161;125;18;28;49;53;23;28;9;6;;10;9;6;;2;8;3;;1;1;1;1;0;37;48;1;;0;;;
23.02.2025;Bundestagswahl;14713000;9000;9000;1;1;693;408;0;1101;584;5;6;578;6;578;109;117;69;57;90;78;10;11;185;165;62;86;4;2;;7;6;4;;0;7;4;;1;1;0;1;1;29;45;1;;4;;;
23.02.2025;Bundestagswahl;14713000;9011;9011;1;1;670;300;0;970;495;3;1;494;1;494;110;111;68;60;86;67;12;17;123;122;48;67;13;8;;3;2;2;;0;6;4;;1;2;0;1;0;22;32;0;;1;;;
23.02.2025;Bundestagswahl;14713000;9019;9019;1;1;729;403;0;1132;568;8;3;565;3;565;122;125;56;46;110;77;17;25;140;150;67;87;4;3;;4;7;4;;0;5;5;;0;2;0;0;0;33;39;1;;1;;;
23.02.2025;Bundestagswahl;14713000;9021;9021;1;1;679;484;0;1163;502;6;3;499;4;498;88;85;69;59;98;84;13;20;125;124;63;77;0;1;;4;5;3;;0;9;6;;0;0;0;1;1;26;34;2;;0;;;
23.02.2025;Bundestagswahl;14713000;9029;9029;1;1;730;461;0;1191;588;5;4;584;6;582;142;140;88;66;129;102;20;38;93;102;54;70;5;2;;10;6;4;;0;8;8;;2;1;0;1;0;35;38;2;;0;;;
23.02.2025;Bundestagswahl;14713000;9039;9039;1;1;797;375;0;1172;669;8;6;663;4;665;161;159;110;87;142;119;20;35;116;129;46;65;7;5;;5;9;5;;0;9;6;;0;1;1;3;1;35;48;3;;1;;;
23.02.2025;Bundestagswahl;14713000;9041;9041;1;1;757;407;0;1164;592;5;4;588;4;588;117;125;100;72;89;69;8;20;121;138;90;99;7;4;;9;9;5;;2;9;8;;0;0;0;2;1;28;36;4;;4;;;
23.02.2025;Bundestagswahl;14713000;9049;9049;1;1;626;508;0;1134;516;6;1;515;0;516;106;116;74;59;125;94;11;22;81;71;64;97;10;3;;4;2;3;;0;9;6;;1;0;0;0;1;31;39;2;;0;;;
23.02.2025;Bundestagswahl;14713000;9059;9059;1;1;726;391;0;1117;550;5;4;546;3;547;129;130;83;53;95;80;10;14;118;120;50;74;4;4;;9;8;3;;4;9;13;;2;0;1;1;0;37;40;1;;1;;;
23.02.2025;Bundestagswahl;14713000;9069;9069;1;1;659;448;0;1107;573;7;0;573;2;571;103;108;81;58;134;104;18;37;107;112;76;96;1;2;;4;10;3;;0;5;1;;0;0;0;0;0;36;46;1;;1;;;
23.02.2025;Bundestagswahl;14713000;9079;9079;1;1;685;519;0;1204;576;6;1;575;1;575;119;126;84;68;143;111;16;30;93;85;77;103;2;2;;6;3;5;;0;4;6;;0;0;0;2;1;31;32;1;;0;;;
23.02.2025;Bundestagswahl;14713000;9081;9081;1;1;659;528;0;1187;566;2;4;562;4;562;99;100;95;82;139;108;24;43;78;77;78;96;4;2;;2;3;1;;0;3;9;;1;0;0;0;0;36;41;3;;0;;;
23.02.2025;Bundestagswahl;14713000;9108;9108;1;1;719;444;0;1163;626;5;4;622;5;621;128;129;102;85;157;138;21;30;92;89;72;93;8;5;;3;1;4;;1;4;4;;1;1;1;0;1;33;37;3;;0;;;
23.02.2025;Bundestagswahl;14713000;9109;9109;1;1;749;342;0;1091;622;5;3;619;2;620;144;151;75;65;129;96;14;25;114;112;69;92;9;4;;5;7;6;;3;11;7;;0;2;1;6;4;35;49;2;;2;;;
23.02.2025;Bundestagswahl;14713000;9111;9111;1;1;701;371;0;1072;538;4;6;532;8;530;97;96;78;61;108;84;19;21;128;124;40;71;9;11;;4;6;3;;2;9;6;;0;1;1;3;4;34;42;0;;0;;;
23.02.2025;Bundestagswahl;14713000;9129;9129;1;1;735;425;0;1160;607;4;3;604;3;604;143;141;77;59;114;92;19;20;132;137;58;77;9;8;;8;7;7;;0;10;5;;0;1;0;0;0;30;50;4;;0;;;
23.02.2025;Bundestagswahl;14713000;9139;9139;1;1;896;300;0;1196;723;6;2;721;1;722;178;178;104;88;169;140;18;26;120;123;46;60;9;8;;13;8;8;;0;5;5;;0;1;1;0;0;59;72;3;;1;;;
23.02.2025;Bundestagswahl;14713000;9141;9141;1;1;677;391;0;1068;529;6;2;527;2;527;128;131;66;68;115;96;12;22;107;102;47;53;5;2;;12;6;0;;1;5;2;;0;0;0;1;1;32;37;2;;1;;;
