datum;wahl;ags;gebiet-nr;gebiet-name;max-schnellmeldungen;anz-schnellmeldungen;A1;A2;A3;A;B;B1;C;D;E;F;D1;F1;D2;F2;D3;F3;D4;F4;D5;F5;D6;F6;D7;F7;D8;F8;D9;F9;D10;F10;D11;F11;D12;F12;D13;F13;D14;F14;D15;F15;D16;F16;D17;F17;D18;F18
23.02.2025;Bundestagswahl;14713000;4085;4085;1;1;;;;;783;783;1;782;0;783;41;40;53;79;99;93;13;17;398;237;127;232;6;8;;6;7;10;;1;;12;2;0;;0;1;0;35;48;;;;;;
23.02.2025;Bundestagswahl;14713000;4095;4095;1;1;;;;;639;639;2;637;2;637;33;37;72;106;67;66;7;14;310;190;96;150;9;7;;5;6;7;;1;;8;3;0;;0;3;2;31;44;;;;;;
23.02.2025;Bundestagswahl;14713000;4105;4105;1;1;;;;;569;569;3;566;3;566;50;55;50;80;114;116;11;15;244;144;47;99;5;3;;4;5;3;;0;;3;0;0;;0;0;2;40;42;;;;;;
23.02.2025;Bundestagswahl;14713000;4115;4115;1;1;;;;;867;867;4;863;3;864;39;34;62;94;72;75;12;16;509;380;107;185;8;6;;10;15;7;;1;;5;3;2;;0;1;1;35;48;;;;;;
23.02.2025;Bundestagswahl;14713000;4125;4125;1;1;;;;;964;964;5;959;4;960;50;49;85;123;132;128;10;21;506;323;126;233;4;5;;12;12;10;;1;;12;1;0;;0;3;2;30;41;;;;;;
23.02.2025;Bundestagswahl;14713000;4135;4135;1;1;;;;;872;872;2;870;1;871;56;60;76;99;85;93;17;17;496;368;93;156;6;6;;5;13;8;;0;;16;0;0;;0;0;0;28;43;;;;;;
23.02.2025;Bundestagswahl;14713000;4145;4145;1;1;;;;;830;830;0;830;0;830;32;32;56;88;42;49;7;5;569;414;78;174;3;4;;8;16;9;;2;;10;2;0;;0;1;1;24;34;;;;;;
23.02.2025;Bundestagswahl;14713000;4155;4155;1;1;;;;;832;832;0;832;0;832;44;45;50;78;103;98;7;18;476;364;85;145;7;4;;7;13;7;;1;;5;2;2;;0;0;0;45;58;;;;;;
23.02.2025;Bundestagswahl;14713000;4165;4165;1;1;;;;;738;738;1;737;0;738;25;25;60;79;51;50;7;12;468;334;84;166;8;6;;2;8;9;;3;;12;3;1;;1;0;1;23;37;;;;;;
23.02.2025;Bundestagswahl;14713000;4205;4205;1;1;;;;;791;791;4;787;4;787;85;90;119;127;157;153;13;20;252;169;80;124;12;6;;12;16;7;;1;;7;2;1;;0;1;1;50;69;;;;;;
23.02.2025;Bundestagswahl;14713000;4215;4215;1;1;;;;;659;659;2;657;1;658;98;94;80;107;138;152;20;25;209;116;53;87;9;7;;3;6;4;;0;;5;4;2;;0;1;1;39;55;;;;;;
23.02.2025;Bundestagswahl;14713000;4305;4305;1;1;;;;;770;770;2;768;2;768;98;99;87;116;145;151;13;17;259;174;65;98;13;6;;11;14;9;;1;;6;1;1;;1;2;2;71;76;;;;;;
23.02.2025;Bundestagswahl;14713000;4315;4315;1;1;;;;;837;837;2;835;1;836;121;117;107;131;134;127;17;21;305;215;65;114;12;7;;6;6;4;;0;;6;1;3;;0;2;3;65;82;;;;;;
23.02.2025;Bundestagswahl;14713000;4325;4325;1;1;;;;;720;720;1;719;1;719;121;127;96;105;162;147;11;13;182;136;54;67;11;5;;13;15;7;;1;;7;2;1;;0;2;1;63;89;;;;;;
23.02.2025;Bundestagswahl;14713000;4405;4405;1;1;;;;;367;367;2;365;2;365;39;38;45;53;71;73;15;18;112;69;41;54;8;2;;11;10;7;;0;;5;0;0;;0;0;0;24;35;;;;;;
23.02.2025;Bundestagswahl;14713000;4415;4415;1;1;;;;;710;710;2;708;2;708;109;114;64;71;141;136;24;29;205;128;92;122;16;14;;14;7;4;;1;;6;4;1;;1;2;1;44;66;;;;;;
23.02.2025;Bundestagswahl;14713000;5005;5005;1;1;;;;;794;794;1;793;1;793;61;53;53;92;90;88;12;22;369;225;183;259;1;1;;5;5;5;;0;;9;3;3;;0;2;2;14;29;;;;;;
23.02.2025;Bundestagswahl;14713000;5015;5015;1;1;;;;;1097;1097;1;1096;0;1097;59;61;93;130;123;145;14;25;481;287;265;352;7;5;;5;8;6;;2;;16;0;0;;0;1;0;45;63;;;;;;
23.02.2025;Bundestagswahl;14713000;5025;5025;1;1;;;;;821;821;2;819;1;820;40;43;62;89;70;69;6;8;378;231;214;293;8;6;;3;5;6;;4;;19;1;1;;0;2;1;33;47;;;;;;
23.02.2025;Bundestagswahl;14713000;5035;5035;1;1;;;;;786;786;0;786;0;786;61;63;58;86;169;175;10;21;283;184;164;201;4;1;;4;6;5;;0;;6;1;1;;0;1;0;29;39;;;;;;
23.02.2025;Bundestagswahl;14713000;5105;5105;1;1;;;;;835;835;0;835;0;835;52;53;65;101;98;106;15;21;413;258;135;218;9;5;;7;10;10;;2;;13;2;2;;0;1;1;35;38;;;;;;
23.02.2025;Bundestagswahl;14713000;5115;5115;1;1;;;;;889;889;0;889;0;889;48;48;41;76;73;80;15;23;503;360;166;235;7;4;;11;7;7;;0;;11;2;2;;0;2;3;25;29;;;;;;
23.02.2025;Bundestagswahl;14713000;5125;5125;1;1;;;;;934;934;0;934;0;934;57;50;74;112;133;138;21;32;395;232;197;280;8;7;;8;10;9;;1;;14;0;0;;0;2;2;37;49;;;;;;
23.02.2025;Bundestagswahl;14713000;5135;5135;1;1;;;;;908;908;3;905;3;905;47;51;77;115;146;154;20;31;357;198;214;280;9;4;;6;8;7;;2;;14;1;1;;0;1;1;25;41;;;;;;
23.02.2025;Bundestagswahl;14713000;5145;5145;1;1;;;;;975;975;2;973;1;974;81;88;79;97;110;116;17;26;483;343;115;195;13;6;;16;15;8;;1;;12;2;4;;0;3;3;55;59;;;;;;
23.02.2025;Bundestagswahl;14713000;5205;5205;1;1;;;;;1057;1057;5;1052;5;1052;137;145;84;111;104;104;12;13;486;354;143;202;7;5;;16;17;15;;2;;8;2;1;;0;1;5;59;71;;;;;;
23.02.2025;Bundestagswahl;14713000;5215;5215;1;1;;;;;1058;1058;5;1053;3;1055;109;109;81;113;137;141;30;25;458;315;147;211;13;9;;19;19;11;;7;;15;4;1;;0;2;0;53;79;;;;;;
23.02.2025;Bundestagswahl;14713000;5305;5305;1;1;;;;;628;628;2;626;2;626;106;105;78;92;155;157;6;9;137;80;50;64;12;9;;10;13;7;;7;;4;2;4;;0;0;0;67;78;;;;;;
23.02.2025;Bundestagswahl;14713000;5315;5315;1;1;;;;;728;728;1;727;1;727;105;102;103;110;182;184;14;14;178;104;70;95;4;5;;16;10;2;;0;;9;0;0;;0;0;0;61;86;;;;;;
23.02.2025;Bundestagswahl;14713000;5325;5325;1;1;;;;;566;566;1;565;1;565;81;81;63;75;139;137;11;11;148;85;55;85;9;10;;17;15;9;;0;;4;4;1;;0;0;0;40;50;;;;;;
23.02.2025;Bundestagswahl;14713000;5405;5405;1;1;;;;;747;747;1;746;1;746;124;121;76;82;197;194;22;24;182;116;60;91;17;15;;11;5;2;;1;;4;0;0;;1;9;9;54;75;;;;;;
23.02.2025;Bundestagswahl;14713000;5415;5415;1;1;;;;;631;631;1;630;1;630;128;120;77;83;147;161;20;23;129;61;60;88;14;7;;8;5;3;;2;;8;2;1;;2;0;0;48;63;;;;;;
23.02.2025;Bundestagswahl;14713000;5505;5505;1;1;;;;;265;265;0;265;0;265;50;55;15;22;95;93;7;10;43;24;17;23;7;5;;3;3;1;;0;;1;0;0;;0;0;0;28;28;;;;;;
23.02.2025;Bundestagswahl;14713000;6005;6005;1;1;;;;;529;529;1;528;0;529;101;88;56;54;120;122;21;30;137;102;40;61;9;3;;4;4;6;;0;;6;1;1;;0;0;5;39;47;;;;;;
23.02.2025;Bundestagswahl;14713000;6015;6015;1;1;;;;;581;581;2;579;0;581;116;110;74;79;156;150;14;21;125;89;29;35;10;6;;8;6;1;;2;;5;1;2;;0;1;1;47;72;;;;;;
23.02.2025;Bundestagswahl;14713000;6105;6105;1;1;;;;;651;651;0;651;0;651;132;138;65;88;151;142;10;13;178;118;28;36;13;11;;14;9;5;;2;;1;2;1;;1;3;1;60;80;;;;;;
23.02.2025;Bundestagswahl;14713000;6115;6115;1;1;;;;;492;492;4;488;3;489;87;98;58;88;92;89;10;8;151;99;24;25;10;8;;10;10;9;;0;;2;1;0;;1;0;0;45;52;;;;;;
23.02.2025;Bundestagswahl;14713000;6205;6205;1;1;;;;;646;646;1;645;1;645;126;131;92;108;122;132;13;7;183;137;23;25;11;10;;6;4;2;;1;;6;2;0;;0;2;0;67;80;;;;;;
23.02.2025;Bundestagswahl;14713000;6215;6215;1;1;;;;;757;757;3;754;5;752;168;167;96;92;151;163;9;11;209;147;28;44;13;7;;14;9;6;;1;;6;4;2;;1;0;1;67;90;;;;;;
23.02.2025;Bundestagswahl;14713000;6225;6225;1;1;;;;;536;536;2;534;2;534;117;114;67;74;105;108;13;12;156;104;16;29;8;4;;8;7;3;;2;;6;2;1;;0;1;1;42;68;;;;;;
23.02.2025;Bundestagswahl;14713000;6305;6305;1;1;;;;;663;663;3;660;0;663;119;119;60;79;207;205;22;24;136;84;46;61;12;7;;10;4;1;;0;;2;1;1;;0;2;2;51;68;;;;;;
23.02.2025;Bundestagswahl;14713000;6315;6315;1;1;;;;;406;406;0;406;0;406;67;68;42;55;119;124;11;15;107;53;14;32;11;8;;6;3;3;;1;;3;1;1;;0;0;0;31;37;;;;;;
23.02.2025;Bundestagswahl;14713000;6405;6405;1;1;;;;;514;514;5;509;7;507;134;130;50;67;100;101;7;4;130;88;19;21;14;9;;13;6;3;;4;;3;4;3;;0;1;0;44;61;;;;;;
23.02.2025;Bundestagswahl;14713000;6415;6415;1;1;;;;;740;740;8;732;7;733;184;178;76;94;148;143;19;20;152;97;47;66;13;11;;15;11;8;;0;;6;1;0;;0;1;2;80;93;;;;;;
23.02.2025;Bundestagswahl;14713000;6425;6425;1;1;;;;;757;757;2;755;2;755;169;167;81;109;199;188;10;16;171;116;38;48;12;9;;8;5;7;;2;;2;3;1;;0;2;4;65;78;;;;;;
23.02.2025;Bundestagswahl;14713000;6505;6505;1;1;;;;;418;418;0;418;0;418;95;96;52;68;84;87;3;11;127;82;17;23;5;5;;5;7;3;;1;;7;0;0;;0;2;2;26;28;;;;;;
23.02.2025;Bundestagswahl;14713000;6515;6515;1;1;;;;;656;656;2;654;4;652;153;157;73;87;108;108;14;16;212;151;25;35;13;9;;16;12;5;;5;;4;3;1;;1;0;1;41;56;;;;;;
23.02.2025;Bundestagswahl;14713000;6605;6605;1;1;;;;;350;350;2;348;2;348;75;80;37;49;101;95;13;16;69;44;18;24;3;3;;3;6;1;;0;;2;2;0;;0;0;0;24;31;;;;;;
23.02.2025;Bundestagswahl;14713000;7005;7005;1;1;;;;;784;784;1;783;2;782;55;60;95;64;78;57;3;11;325;305;150;222;6;6;;4;14;6;;1;13;9;;0;2;0;0;0;40;37;1;;1;;;
23.02.2025;Bundestagswahl;14713000;7015;7015;1;1;;;;;938;938;0;938;0;938;36;34;128;80;62;51;9;12;485;423;146;259;2;1;;7;17;9;;0;17;10;;0;1;1;0;0;33;51;1;;1;;;
23.02.2025;Bundestagswahl;14713000;7025;7025;1;1;;;;;598;598;2;596;3;595;41;50;85;70;97;76;13;20;206;181;95;147;4;4;;2;11;7;;2;10;6;;0;1;0;31;0;2;30;0;;0;;;
23.02.2025;Bundestagswahl;14713000;7105;7105;1;1;;;;;763;763;0;763;0;763;58;60;69;53;77;62;14;16;343;320;127;182;3;5;;7;18;8;;1;9;10;;0;0;0;3;3;36;36;1;;5;;;
23.02.2025;Bundestagswahl;14713000;7115;7115;1;1;;;;;777;777;1;776;2;775;67;71;105;85;116;95;14;14;262;246;139;175;9;7;;14;16;4;;2;9;13;;1;1;1;0;2;34;45;3;;1;;;
23.02.2025;Bundestagswahl;14713000;7125;7125;1;1;;;;;733;733;5;728;1;732;29;29;84;65;70;58;11;9;378;333;100;168;11;9;;10;9;8;;1;12;13;;2;2;1;1;0;19;26;1;;1;;;
23.02.2025;Bundestagswahl;14713000;7135;7135;1;1;;;;;855;855;0;855;0;855;54;59;104;79;143;119;17;23;317;280;155;219;6;4;;14;11;5;;2;18;17;;1;1;0;1;1;27;32;1;;0;;;
23.02.2025;Bundestagswahl;14713000;7145;7145;1;1;;;;;872;872;3;869;1;871;62;69;96;62;96;68;9;15;396;366;146;222;7;3;;7;10;8;;0;9;10;;0;0;0;0;0;31;41;3;;4;;;
23.02.2025;Bundestagswahl;14713000;7155;7155;1;1;;;;;507;507;4;503;4;503;25;27;73;40;45;29;11;14;217;202;102;154;6;5;;3;5;4;;0;5;7;;0;1;1;0;1;13;16;0;;0;;;
23.02.2025;Bundestagswahl;14713000;7205;7205;1;1;;;;;879;879;2;877;1;878;139;141;119;99;179;157;22;25;210;218;66;83;17;10;;25;23;16;;2;12;10;;0;1;0;7;2;81;90;0;;1;;;
23.02.2025;Bundestagswahl;14713000;7215;7215;1;1;;;;;668;668;1;667;1;667;103;109;98;81;125;114;11;14;201;184;73;103;10;7;;11;4;4;;3;10;4;;0;0;0;1;1;28;32;1;;2;;;
23.02.2025;Bundestagswahl;14713000;7305;7305;1;1;;;;;852;852;1;851;1;851;125;137;120;100;265;228;21;41;129;115;83;109;18;11;;12;9;3;;1;4;10;;1;3;2;2;3;70;78;2;;0;;;
23.02.2025;Bundestagswahl;14713000;7315;7315;1;1;;;;;691;691;6;685;4;687;90;89;114;92;147;128;9;13;172;168;57;86;15;9;;18;12;9;;1;15;7;;1;2;0;0;0;52;66;0;;0;;;
23.02.2025;Bundestagswahl;14713000;7325;7325;1;1;;;;;971;971;1;970;1;970;104;104;152;126;169;144;23;27;295;285;113;159;10;3;;15;17;11;;3;12;10;;1;4;2;1;1;67;79;3;;0;;;
23.02.2025;Bundestagswahl;14713000;7405;7405;1;1;;;;;828;828;4;824;4;824;150;164;128;95;262;216;20;39;113;115;62;87;12;12;;5;5;8;;1;9;5;;0;1;0;3;2;58;75;1;;0;;;
23.02.2025;Bundestagswahl;14713000;7415;7415;1;1;;;;;642;642;8;634;7;635;136;140;83;69;199;161;11;22;64;82;51;59;17;17;;16;5;4;;0;8;5;;1;2;2;0;1;51;56;5;;2;;;
23.02.2025;Bundestagswahl;14713000;7425;7425;1;1;;;;;570;570;3;567;0;570;95;107;85;67;178;148;18;24;76;88;50;72;5;2;;3;6;5;;3;8;7;;0;0;0;2;3;42;41;0;;2;;;
23.02.2025;Bundestagswahl;14713000;7505;7505;1;1;;;;;587;587;2;585;1;586;114;118;75;88;215;193;14;19;55;56;34;38;13;8;;7;9;5;;1;6;2;;2;3;0;2;1;40;48;3;;2;;;
23.02.2025;Bundestagswahl;14713000;7515;7515;1;1;;;;;470;470;2;468;1;469;97;96;60;59;184;158;18;25;30;37;20;31;14;13;;8;7;1;;0;4;3;;0;0;0;3;4;30;34;0;;1;;;
23.02.2025;Bundestagswahl;14713000;8005;8005;1;1;;;;;713;713;1;712;2;711;139;138;135;129;199;158;12;16;86;102;42;53;11;10;;10;9;6;;1;4;6;;0;0;0;1;1;71;81;1;;2;;;
23.02.2025;Bundestagswahl;14713000;8015;8015;1;1;;;;;687;687;2;685;0;687;104;108;96;91;156;122;15;22;132;135;82;105;15;8;;10;13;8;;5;17;10;;0;2;3;1;2;49;58;2;;1;;;
23.02.2025;Bundestagswahl;14713000;8025;8025;1;1;;;;;726;726;2;724;2;724;110;111;97;83;221;214;39;41;71;71;92;107;15;10;;14;9;5;;2;8;8;;2;2;0;2;1;54;55;3;;1;;;
23.02.2025;Bundestagswahl;14713000;8035;8035;1;1;;;;;798;798;3;795;1;797;158;154;129;95;170;144;18;26;154;165;40;67;16;11;;22;13;5;;4;7;5;;2;2;0;5;5;81;92;1;;1;;;
23.02.2025;Bundestagswahl;14713000;8045;8045;1;1;;;;;644;644;3;641;2;642;82;84;95;70;118;90;11;19;156;171;72;104;15;13;;13;16;6;;0;9;8;;0;1;1;0;0;62;63;3;;1;;;
23.02.2025;Bundestagswahl;14713000;8105;8105;1;1;;;;;744;744;3;741;3;741;147;155;93;79;213;172;16;20;113;112;47;73;16;14;;20;6;4;;3;14;7;;0;3;2;3;2;69;78;0;;1;;;
23.02.2025;Bundestagswahl;14713000;8115;8115;1;1;;;;;660;660;1;659;1;659;132;129;97;82;168;137;11;12;89;106;72;91;6;2;;21;10;5;;2;7;7;;4;0;0;3;3;57;58;3;;4;;;
23.02.2025;Bundestagswahl;14713000;8205;8205;1;1;;;;;658;658;2;656;2;656;158;154;87;68;190;162;17;33;67;79;44;67;22;16;;8;4;2;;1;6;2;;0;0;0;0;0;60;64;0;;1;;;
23.02.2025;Bundestagswahl;14713000;8215;8215;1;1;;;;;362;362;1;361;0;362;60;64;55;39;123;110;4;19;39;47;28;36;6;2;;9;6;1;;1;0;0;;0;1;0;1;0;37;34;1;;0;;;
23.02.2025;Bundestagswahl;14713000;8305;8305;1;1;;;;;616;616;1;615;0;616;134;146;64;59;230;192;13;20;45;47;36;44;11;7;;21;9;3;;1;7;5;;3;2;0;0;1;59;67;5;;0;;;
23.02.2025;Bundestagswahl;14713000;8315;8315;1;1;;;;;791;791;4;787;3;788;198;206;91;75;286;241;20;27;53;52;34;52;23;16;;22;8;2;;2;7;6;;1;0;0;4;4;61;82;2;;0;;;
23.02.2025;Bundestagswahl;14713000;9005;9005;1;1;;;;;779;779;3;776;2;777;65;71;135;81;135;110;24;30;189;199;141;191;11;7;;11;15;13;;2;10;4;;1;1;0;0;1;46;56;3;;1;;;
23.02.2025;Bundestagswahl;14713000;9015;9015;1;1;;;;;654;654;2;652;0;654;66;72;97;69;125;94;29;35;163;148;91;135;3;4;;14;8;8;;3;16;12;;2;1;1;1;1;46;56;4;;2;;;
23.02.2025;Bundestagswahl;14713000;9025;9025;1;1;;;;;825;825;1;824;0;825;73;81;156;122;154;137;25;32;193;190;133;171;4;4;;9;10;5;;5;18;11;;2;5;4;0;0;44;52;7;;2;;;
23.02.2025;Bundestagswahl;14713000;9035;9035;1;1;;;;;809;809;0;809;0;809;86;87;162;115;194;177;16;36;123;147;123;141;14;10;;11;13;5;;1;14;14;;1;1;0;2;3;55;61;4;;2;;;
23.02.2025;Bundestagswahl;14713000;9045;9045;1;1;;;;;980;980;3;977;0;980;104;112;194;151;272;217;28;42;147;138;136;211;3;4;;11;10;3;;1;14;14;;0;2;1;0;0;64;75;2;;1;;;
23.02.2025;Bundestagswahl;14713000;9055;9055;1;1;;;;;928;928;1;927;1;927;64;72;171;143;299;244;28;40;115;136;146;186;9;7;;4;12;7;;3;19;13;;0;2;0;0;1;56;71;4;;2;;;
23.02.2025;Bundestagswahl;14713000;9105;9105;1;1;;;;;746;746;2;744;1;745;73;79;98;78;216;193;27;35;117;106;106;133;11;11;;16;13;6;;0;18;21;;2;0;0;1;1;58;64;5;;1;;;
23.02.2025;Bundestagswahl;14713000;9115;9115;1;1;;;;;756;756;2;754;1;755;95;103;110;87;159;121;26;33;167;156;82;123;18;13;;17;11;9;;2;14;13;;2;1;0;0;1;66;75;4;;1;;;
23.02.2025;Bundestagswahl;14713000;9125;9125;1;1;;;;;643;643;4;639;0;643;86;83;89;84;153;146;18;22;136;133;73;82;13;9;;7;6;8;;3;14;11;;0;0;0;1;1;44;54;4;;2;;;
23.02.2025;Bundestagswahl;14713000;9135;9135;1;1;;;;;748;748;4;744;5;743;80;85;146;107;185;166;10;18;132;141;95;134;18;12;;11;7;4;;0;9;10;;1;0;0;1;1;50;53;8;;3;;;
23.02.2025;Bundestagswahl;14713000;9145;9145;1;1;;;;;716;716;2;714;2;714;66;74;118;86;142;108;21;34;149;153;129;159;10;4;;12;9;11;;0;12;13;;0;3;1;1;1;43;58;6;;5;;;
23.02.2025;Bundestagswahl;14713000;9155;9155;1;1;;;;;816;816;3;813;2;814;79;88;151;116;171;150;22;34;182;164;120;165;10;9;;8;13;4;;1;9;11;;4;1;0;1;0;50;60;2;;2;;;
23.02.2025;Bundestagswahl;14713000;9205;9205;1;1;;;;;531;531;3;528;3;528;96;96;80;70;137;125;9;15;75;83;45;51;15;10;;9;6;2;;0;8;7;;0;2;0;1;1;54;59;0;;0;;;
23.02.2025;Bundestagswahl;14713000;9215;9215;1;1;;;;;729;729;1;728;1;728;105;110;155;133;209;179;22;22;88;94;52;75;16;4;;20;12;5;;2;10;9;;1;0;0;1;3;54;71;4;;0;;;
23.02.2025;Bundestagswahl;14713000;9225;9225;1;1;;;;;659;659;2;657;1;658;104;102;111;96;166;148;15;17;102;106;42;57;13;6;;22;14;3;;3;5;6;;1;4;1;6;5;69;85;5;;1;;;
23.02.2025;Bundestagswahl;14713000;9305;9305;1;1;;;;;940;940;6;934;4;936;175;175;147;119;249;234;18;21;144;148;80;112;19;8;;15;18;14;;1;16;15;;1;2;0;3;1;60;72;2;;1;;;
23.02.2025;Bundestagswahl;14713000;9315;9315;1;1;;;;;730;730;3;727;4;726;77;87;149;120;180;152;21;20;124;135;71;99;9;10;;15;15;6;;5;15;11;;0;1;1;2;2;60;63;3;;0;;;
23.02.2025;Bundestagswahl;14713000;9325;9325;1;1;;;;;889;889;7;882;5;884;141;143;121;107;194;153;19;29;184;174;86;119;17;13;;20;20;9;;2;19;25;;1;1;1;0;0;71;88;7;;2;;;
23.02.2025;Bundestagswahl;14713000;9335;9335;1;1;;;;;700;700;2;698;1;699;86;88;100;77;151;125;19;19;144;146;91;119;16;13;;13;14;8;;3;11;13;;1;1;0;1;1;62;73;1;;1;;;
23.02.2025;Bundestagswahl;14713000;9405;9405;1;1;;;;;457;457;4;453;1;456;99;100;54;51;154;137;17;22;38;27;22;35;7;3;;6;9;8;;1;3;5;;2;0;0;0;1;50;58;0;;0;;;
23.02.2025;Bundestagswahl;14713000;9505;9505;1;1;;;;;765;765;6;759;5;760;145;140;106;106;273;217;24;38;62;70;58;83;14;10;;15;9;5;;1;11;11;;2;0;0;1;0;53;62;0;;3;;;
23.02.2025;Bundestagswahl;14713000;9515;9515;1;1;;;;;835;835;1;834;1;834;150;158;109;101;298;256;23;30;87;78;56;89;13;13;;5;14;11;;2;6;9;;1;1;1;3;3;73;77;1;;0;;;
23.02.2025;Bundestagswahl;14713000;9525;9525;1;1;;;;;784;784;3;781;2;782;142;150;106;103;283;224;17;30;66;82;52;69;17;17;;12;11;8;;0;11;4;;1;0;0;0;0;74;82;1;;1;;;
23.02.2025;Bundestagswahl;14713000;B151;B151;1;1;;;;;334;334;2;332;1;333;23;23;34;22;20;18;7;12;167;158;27;51;5;1;;6;8;3;;4;12;6;;0;0;0;1;0;22;29;0;;6;;;
23.02.2025;Bundestagswahl;14713000;B152;B152;1;1;;;;;465;465;4;461;2;463;19;20;34;52;43;53;16;21;259;179;62;93;7;1;;1;5;3;;4;;7;1;0;;2;1;1;14;26;;;;;;
